ID,Company,Product,TypeName,Inches,ScreenResolution,Ram,OpSys,Weight,CPU,GPU,MemoryType,MemorySize,price
552,Dell,Latitude 5580,Notebook,15.6,2073600,8,Windows 10,1.9,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
553,Dell,Alienware 17,Gaming,17.3,2073600,16,Windows 10,4.42,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,very expensive
554,HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,17.3,1440000,8,Windows 10,2.65,Intel Core i3,Intel HD Graphics, HDD,1000,ideal price
555,HP,ProBook 470,Notebook,17.3,2073600,8,Windows 10,2.63,Intel Core i7,Nvidia GeForce Graphics, HDD,1000,moderetly expensive
556,Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),Notebook,15.6,1049088,4,Linux,2,Intel Celeron,Intel HD Graphics, HDD,500,inexpensive
557,Mediacom,SmartBook 130,Notebook,13.3,2073600,4,Windows 10,1.35,Intel Atom x,Intel HD Graphics, Flash Storage,32,inexpensive
558,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1440000,6,Windows 10,2.8,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,ideal price
559,HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,15.6,2073600,6,Windows 10,1.91,AMD A-Series,AMD Radeon Graphics, SSD,128,ideal price
560,Dell,Vostro 3568,Notebook,15.6,1049088,4,Windows 10,2.18,Intel Core i3,AMD Radeon Graphics, HDD,1000,ideal price
561,Acer,Spin SP111-31,2 in 1 Convertible,11.6,2073600,4,Windows 10,1.25,Intel Celeron,Intel HD Graphics, Flash Storage,32,inexpensive
562,Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,15.6,2073600,4,Windows 10,2.05,Intel Core i3,Intel HD Graphics, SSD,128,ideal price
563,HP,EliteBook 1030,Ultrabook,13.3,5760000,16,Windows 10,1.16,Intel Core M,Intel HD Graphics, SSD,512,expinsive
564,Lenovo,Thinkpad P71,Notebook,17.3,2073600,8,Windows 10,3.4,Intel Core i7,Nvidia Quadro, SSD,256,very expensive
565,Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,Notebook,15.6,2073600,8,Windows 10,2.5,Intel Core i5,Nvidia GeForce Graphics, SSD&HDD,1128,ideal price
566,Dell,XPS 13,Ultrabook,13.3,8294400,8,Windows 10,1.21,Intel Core i5,Intel UHD Graphics, SSD,128,expinsive
567,Dell,Latitude 5580,Notebook,15.6,1049088,4,Windows 10,1.93,Intel Core i5,Intel HD Graphics, HDD,500,ideal price
568,Fujitsu,Lifebook A557,Notebook,15.6,1049088,8,Windows 10,2.2,Intel Core i5,Intel HD Graphics, HDD,1000,ideal price
569,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,2073600,4,Windows 10,2.2,Intel Pentium,Intel HD Graphics, HDD,500,inexpensive
570,Lenovo,ThinkPad L470,Notebook,14,1049088,4,Windows 10,2.02,Intel Core i5,Intel HD Graphics, HDD,500,ideal price
571,HP,ZBook 17,Workstation,17.3,1440000,8,Windows 10,3.14,Intel Core i5,Nvidia Quadro, HDD,500,expinsive
572,HP,14-am079na (N3710/8GB/2TB/W10),Notebook,14,1049088,8,Windows 10,1.94,Intel Pentium,Intel HD Graphics, HDD,2000,inexpensive
573,HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,Notebook,15.6,2073600,6,Windows 10,1.95,AMD A-Series,AMD Radeon Graphics, SSD,256,ideal price
574,Lenovo,Thinkpad E570,Notebook,15.6,2073600,8,Windows 10,2.3,Intel Core i5,Intel HD Graphics, SSD,256,ideal price
575,Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),Notebook,15.6,2073600,4,Windows 10,2.05,Intel Core i5,Intel HD Graphics, HDD,500,ideal price
576,Mediacom,SmartBook 141,Notebook,14,2073600,4,Windows 10,1.4,Intel Atom x,Intel HD Graphics, SSD,32,inexpensive
577,Toshiba,Tecra X40-D-10H,Ultrabook,14,2073600,16,Windows 10,1.24,Intel Core i7,Intel HD Graphics, SSD,512,expinsive
578,Lenovo,IdeaPad Y910-17ISK,Gaming,17.3,2073600,32,Windows 10,4.6,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,very expensive
579,MSI,GT73VR Titan,Gaming,17.3,2073600,16,Windows 10,4.14,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1512,very expensive
580,Dell,Inspiron 3567,Notebook,15.6,2073600,8,Linux,2.2,Intel Core i7,AMD Radeon Graphics, SSD,256,ideal price
581,Mediacom,SmartBook Edge,Notebook,14,2073600,4,Windows 10,1.45,Intel Celeron,Intel HD Graphics, SSD,32,inexpensive
582,Dell,Latitude 5580,Notebook,15.6,1049088,8,Windows 10,1.9,Intel Core i5,Intel HD Graphics, HDD,500,moderetly expensive
583,HP,ProBook 430,Notebook,13.3,2073600,4,Windows 10,1.49,Intel Core i3,Intel HD Graphics, SSD,128,ideal price
584,Dell,Latitude 5580,Notebook,15.6,2073600,16,Windows 10,1.93,Intel Core i7,Nvidia GeForce Graphics, SSD,256,expinsive
585,Dell,Chromebook 11,Netbook,11.6,1049088,4,Chrome OS,1.26,Intel Celeron,Intel HD Graphics, Flash Storage,16,inexpensive
586,MSI,GT80S 6QE,Gaming,17.3,2073600,16,Windows 10,4.5,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,very expensive
587,HP,Omen 17-AN010nv,Gaming,17.3,2073600,16,Windows 10,3.78,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,moderetly expensive
588,Lenovo,Thinkpad T460s,Ultrabook,14,2073600,12,Windows 10,1.4,Intel Core i7,Intel HD Graphics, SSD,256,expinsive
589,Lenovo,Ideapad 320-15IKBR,Notebook,15.6,1049088,12,Windows 10,2.2,Intel Core i7,Intel HD Graphics, HDD,1000,ideal price
590,Asus,ROG Strix,Gaming,17.3,2073600,8,Windows 10,2.73,Intel Core i5,Nvidia GeForce Graphics, SSD&HDD,1128,expinsive
591,Asus,TP501UA-CJ131T (i5-7200U/8GB/1TB/W10),2 in 1 Convertible,15.6,1049088,8,Windows 10,2.2,Intel Core i5,Intel HD Graphics, HDD,1000,ideal price
592,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,2073600,12,Windows 10,2.2,AMD A-Series,AMD Radeon Graphics, SSD,512,ideal price
593,Dell,Inspiron 3179,2 in 1 Convertible,11.6,1049088,4,Windows 10,1.39,Intel Core M,Intel HD Graphics, SSD,128,ideal price
594,Samsung,Notebook Odyssey,Notebook,15.6,2073600,16,Windows 10,2.5,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,expinsive
595,Lenovo,V320-17ISK (i3-6006U/4GB/500GB/FHD/No,Notebook,17.3,2073600,4,No OS,2.8,Intel Core i3,Intel HD Graphics, HDD,500,ideal price
596,Lenovo,IdeaPad 110-15ISK,Notebook,15.6,1049088,8,Windows 10,2.29,Intel Core i3,Intel HD Graphics, HDD,1000,inexpensive
597,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,2073600,8,Windows 10,1.37,Intel Core i7,Intel HD Graphics, SSD,512,very expensive
598,Lenovo,Thinkpad T470p,Notebook,14,2073600,8,Windows 10,1.7,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
599,Dell,Latitude 5289,2 in 1 Convertible,12.5,2073600,8,Windows 10,1.34,Intel Core i5,Intel HD Graphics, SSD,256,expinsive
600,Dell,Precision 3520,Workstation,15.6,2073600,8,Windows 10,2.06,Intel Core i7,Nvidia Quadro, SSD,256,expinsive
601,HP,EliteBook 850,Notebook,15.6,2073600,8,Windows 10,1.84,Intel Core i7,Intel HD Graphics, SSD,256,moderetly expensive
602,HP,ProBook 450,Notebook,15.6,1049088,4,Windows 10,2.1,Intel Core i3,Intel HD Graphics, HDD,500,ideal price
603,Acer,Aspire 1,Notebook,14,2073600,4,Windows 10,1.6,Intel Celeron,Intel HD Graphics, Flash Storage,32,inexpensive
604,MSI,Laptop MSI,Gaming,17.3,2073600,16,Windows 10,4.14,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,very expensive
605,Dell,Vostro 3568,Notebook,15.6,1049088,4,Linux,2.18,Intel Core i3,AMD Radeon Graphics, HDD,1000,inexpensive
606,MSI,GS63VR 7RF,Gaming,15.6,8294400,16,Windows 10,1.8,Intel Core i7,Nvidia GeForce Graphics, SSD HDD,2256,very expensive
607,Toshiba,Tecra Z50-C-144,Notebook,15.6,2073600,8,Windows 10,2.2,Intel Core i7,Intel HD Graphics, SSD,256,moderetly expensive
608,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,2073600,6,Windows 10,2.4,Intel Core i5,Intel HD Graphics, HDD,1000,ideal price
609,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,2073600,8,Windows 10,2,Intel Core i7,Intel HD Graphics, SSD,256,moderetly expensive
610,Acer,Swift SF114-31-P5HY,Notebook,14,1049088,4,Windows 10,1.6,Intel Pentium,Intel HD Graphics, Flash Storage,128,inexpensive
611,Lenovo,Thinkpad P51,Notebook,15.6,8294400,32,Windows 10,2.5,Other,Nvidia Quadro, SSD,1000,very expensive
612,Dell,Inspiron 7559,Gaming,15.6,2073600,16,Windows 10,2.59,Intel Core i7,Nvidia GeForce Graphics, HDD,1000,ideal price
613,Dell,Vostro 3568,Notebook,15.6,1049088,4,Linux,2.18,Intel Core i3,Intel HD Graphics, HDD,1000,inexpensive
614,Dell,Inspiron 3567,Notebook,15.6,1049088,4,Linux,2.25,Intel Core i3,Intel HD Graphics, HDD,1000,inexpensive
615,Dell,Latitude 5580,Notebook,15.6,1049088,4,Linux,1.93,Intel Core i5,Intel HD Graphics, HDD,500,ideal price
616,Asus,FX753VD-GC007T (i7-7700HQ/8GB/1TB,Gaming,17.3,2073600,8,Windows 10,3,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
617,Dell,Vostro 3568,Notebook,15.6,2073600,4,Linux,2.18,Intel Core i5,AMD Radeon Graphics, SSD,128,ideal price
618,HP,EliteBook 850,Ultrabook,15.6,2073600,8,Windows 10,1.84,Intel Core i7,Intel HD Graphics, SSD,512,moderetly expensive
619,MSI,GT62VR 7RE,Gaming,15.6,2073600,16,Windows 10,2.94,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,very expensive
620,Acer,CB5-132T-C9KK (N3160/4GB/32GB/Chrome,2 in 1 Convertible,11.6,1049088,4,Chrome OS,1.25,Intel Celeron,Intel HD Graphics, Flash Storage,32,inexpensive
621,HP,ProBook 650,Notebook,14,1049088,8,Windows 10,2.31,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
622,Lenovo,ThinkPad T470,Notebook,14,2073600,8,Windows 7,1.65,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
623,Dell,Inspiron 5570,Notebook,15.6,2073600,4,Windows 10,2.2,Intel Core i5,AMD Radeon Graphics, HDD,1000,ideal price
624,Fujitsu,LifeBook A557,Notebook,15.6,1049088,8,Windows 10,2.2,Intel Core i5,Intel HD Graphics, SSD,256,ideal price
625,HP,EliteBook 850,Notebook,15.6,1049088,4,Windows 7,1.88,Intel Core i5,Intel HD Graphics, HDD,500,ideal price
626,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,2073600,8,Windows 10,2.2,Intel Core i7,Nvidia GeForce Graphics, HDD,1000,ideal price
627,Mediacom,SmartBook 140,Notebook,14,2073600,2,Windows 10,1.4,Intel Atom x,Intel HD Graphics, Flash Storage,32,inexpensive
628,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,2073600,4,No OS,2.2,Intel Core i5,Intel HD Graphics, SSD,128,inexpensive
629,Asus,Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10),2 in 1 Convertible,13.3,2073600,6,Windows 10,1.5,Intel Core i5,Intel HD Graphics, HDD,1000,ideal price
630,Dell,XPS 15,Notebook,15.6,2073600,8,Windows 10,2,Intel Core i7,Nvidia GeForce Graphics, SSD,256,expinsive
631,Asus,ZenBook 3,Ultrabook,14,2073600,16,Windows 10,1.1,Intel Core i7,Intel HD Graphics, SSD,512,expinsive
632,Dell,Inspiron 7567,Gaming,15.6,2073600,16,Windows 10,2.62,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,moderetly expensive
633,Lenovo,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),Notebook,15.6,2073600,4,Windows 10,1.8,Intel Core i5,Intel UHD Graphics, SSD,256,ideal price
634,Lenovo,Ideapad 320-15ISK,Notebook,15.6,2073600,4,Windows 10,2.2,Intel Core i3,Nvidia GeForce Graphics, HDD,1000,ideal price
635,Asus,X541NA-GO414T (N3350/8GB/1TB/W10),Notebook,15.6,1049088,8,Windows 10,2,Intel Celeron,Intel HD Graphics, HDD,1000,inexpensive
636,Asus,VivoBook Pro,Notebook,15.6,2073600,8,Windows 10,1.99,Intel Core i5,Nvidia GeForce Graphics, HDD,1000,ideal price
637,Dell,XPS 13,Ultrabook,13.3,5760000,8,Windows 10,1.23,Intel Core i5,Intel UHD Graphics, SSD,256,expinsive
638,Lenovo,IdeaPad 100S-14IBR,Notebook,14,1049088,2,Windows 10,1.42,Intel Celeron,Intel HD Graphics, Flash Storage,32,inexpensive
639,Lenovo,Thinkpad Yoga,2 in 1 Convertible,13.3,2073600,8,Windows 10,1.37,Intel Core i7,Intel HD Graphics, SSD,256,expinsive
640,Dell,XPS 15,Notebook,15.6,8294400,16,Windows 10,2.06,Intel Core i7,Nvidia GeForce Graphics, SSD,1000,very expensive
641,Lenovo,Legion Y520-15IKBN,Gaming,15.6,2073600,8,Windows 10,2.5,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
642,HP,17-AK091ND (A9-9420/8GB/1TB/W10),Notebook,17,1440000,8,Windows 10,2.6,AMD A-Series,AMD Radeon Graphics, HDD,1000,ideal price
643,Lenovo,ThinkPad X1,Ultrabook,14,2073600,16,Windows 10,1.14,Intel Core i7,Intel HD Graphics, SSD,512,very expensive
644,Asus,ROG GL553VE-FY022,Gaming,15.6,2073600,8,No OS,2.5,Intel Core i7,Nvidia GeForce Graphics, HDD,1000,moderetly expensive
645,Acer,Extensa EX2540,Notebook,15.6,1049088,4,Windows 10,2.4,Intel Core i3,Intel HD Graphics, HDD,500,inexpensive
646,Lenovo,IdeaPad 100S-14IBR,Notebook,14,1049088,4,Windows 10,1.43,Intel Celeron,Intel HD Graphics, Flash Storage,32,inexpensive
647,Acer,Swift 3,Ultrabook,14,2073600,8,Windows 10,1.8,Intel Core i5,Other, SSD,256,ideal price
648,Razer,Blade Pro,Gaming,14,2073600,16,Windows 10,1.95,Intel Core i7,Nvidia GeForce Graphics, SSD,256,very expensive
649,Toshiba,Portege Z30-C-16J,Notebook,13.3,2073600,8,Windows 10,1.2,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
650,Lenovo,Thinkpad X270,Ultrabook,12.5,2073600,8,Windows 10,1.36,Intel Core i7,Intel HD Graphics, SSD,256,expinsive
651,Asus,ROG G701VI,Gaming,17.3,2073600,32,Windows 10,3.8,Intel Core i7,Nvidia GeForce Graphics, SSD,512,very expensive
652,Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,Gaming,15.6,2073600,8,Linux,2.4,Intel Core i5,Nvidia GeForce Graphics, HDD,1000,ideal price
653,Dell,XPS 13,Ultrabook,13.3,2073600,8,Windows 10,1.2,Intel Core i5,Intel UHD Graphics, SSD,256,moderetly expensive
654,MSI,GL62M 7REX,Gaming,15.6,2073600,8,Windows 10,2.2,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
655,HP,250 G6,Notebook,15.6,1049088,4,No OS,1.86,Intel Core i3,Intel HD Graphics, HDD,500,inexpensive
656,Toshiba,Tecra A50-D-11M,Notebook,15.6,2073600,8,Windows 10,2,Intel Core i5,Intel HD Graphics, HDD,500,moderetly expensive
657,Dell,Inspiron 5570,Notebook,15.6,2073600,8,Windows 10,2.2,Intel Core i7,AMD Radeon Graphics, SSD,256,ideal price
658,Dell,Inspiron 5570,Notebook,15.6,2073600,16,Windows 10,2.2,Intel Core i7,AMD Radeon Graphics, SSD HDD,2256,moderetly expensive
659,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,2073600,8,Windows 10,3.31,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
660,Dell,Alienware 17,Gaming,17.3,8294400,32,Windows 10,4.42,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1512,very expensive
661,Dell,Latitude E7470,Notebook,14,2073600,8,Windows 10,1.56,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
662,Lenovo,Ideapad 320-15IAP,Notebook,15.6,1049088,4,Windows 10,2.2,Intel Celeron,Intel HD Graphics, HDD,500,inexpensive
663,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,2073600,4,Windows 10,2.2,Intel Core i5,Intel HD Graphics, HDD,500,ideal price
664,HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,Notebook,15.6,2073600,6,Windows 10,2.04,Intel Core i3,AMD Radeon Graphics, HDD,1000,ideal price
665,MSI,GP72VR Leopard,Gaming,17.3,2073600,8,Windows 10,2.7,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
666,Toshiba,Satellite Pro,Notebook,15.6,1049088,4,Windows 10,2.1,Intel Core i3,Intel HD Graphics, SSD,128,inexpensive
667,Dell,Latitude 3580,Notebook,15.6,2073600,8,Windows 10,2.06,Intel Core i5,Intel HD Graphics, HDD,1000,ideal price
668,HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,15.6,2073600,8,Windows 10,2.1,Intel Core i7,AMD Radeon Graphics, HDD,1000,ideal price
669,Toshiba,Tecra Z50-D-10E,Notebook,15.6,2073600,8,Windows 10,2,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
670,Acer,Aspire 3,Notebook,15.6,1049088,4,Linux,2.1,Intel Core i3,Intel HD Graphics, SSD,128,inexpensive
671,Microsoft,Surface Laptop,Ultrabook,13.5,3393024,8,Windows 10 S,1.252,Intel Core i7,Intel Iris Graphics, SSD,256,expinsive
672,Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,15.6,2073600,8,Windows 10,1.9,Intel Core i5,AMD Radeon Graphics, SSD&HDD,1128,ideal price
673,Lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.3,2073600,8,Windows 10,1.3,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
674,Lenovo,IdeaPad 320-15AST,Notebook,15.6,1049088,4,Windows 10,2.2,AMD E-Series,AMD Radeon Graphics, SSD,128,inexpensive
675,HP,Pavilion X360,2 in 1 Convertible,14,2073600,4,Windows 10,1.63,Intel Core i3,Nvidia GeForce Graphics, SSD,128,ideal price
676,MSI,GP62 7RDX,Gaming,15.6,2073600,16,Windows 10,2.4,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,moderetly expensive
677,Asus,Zenbook 3,Ultrabook,14,2073600,8,Windows 10,1.1,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
678,HP,Chromebook X360,2 in 1 Convertible,11.6,1049088,8,Chrome OS,1.4,Intel Celeron,Intel HD Graphics, Flash Storage,64,inexpensive
679,LG,Gram 15Z975,Ultrabook,15.6,2073600,8,Windows 10,1.09,Intel Core i7,Intel HD Graphics, SSD,512,very expensive
680,Acer,Aspire VX5-591G,Gaming,15.6,2073600,16,Windows 10,2.5,Intel Core i5,Nvidia GeForce Graphics, SSD,256,moderetly expensive
681,MSI,GV62M 7RD,Gaming,15.6,2073600,8,Windows 10,2.2,Intel Core i5,Nvidia GeForce Graphics, SSD,256,ideal price
682,Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,1049088,4,Windows 10,1.86,Intel Celeron,Intel HD Graphics, SSD,128,inexpensive
683,Dell,Alienware 15,Gaming,15.6,2073600,16,Windows 10,3.21,Intel Core i5,Nvidia GeForce Graphics, SSD&HDD,1128,very expensive
684,HP,17-bs000nv I3,Notebook,17.3,2073600,4,Windows 10,2.5,Intel Core i3,AMD Radeon Graphics, SSD,256,ideal price
685,Lenovo,Yoga 730,2 in 1 Convertible,13.3,2073600,8,Windows 10,1.19,Intel Core i7,Intel UHD Graphics, SSD,512,moderetly expensive
686,Dell,Alienware 15,Gaming,15.6,2073600,16,Windows 10,3.49,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,very expensive
687,HP,250 G6,Notebook,15.6,1049088,4,Windows 10,1.86,Intel Core i5,AMD Radeon Graphics, HDD,500,ideal price
688,Dell,Inspiron 3567,Notebook,15.6,1049088,4,Windows 10,2.2,Intel Core i3,AMD Radeon Graphics, HDD,1000,ideal price
689,HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,17.3,2073600,6,Windows 10,2.65,AMD A-Series,AMD Radeon Graphics, HDD,2000,ideal price
690,Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,15.6,1049088,4,Windows 10,2.1,Intel Celeron,Intel HD Graphics, HDD,500,inexpensive
691,Acer,Chromebook 14,Notebook,14,1049088,4,Chrome OS,1.45,Intel Celeron,Intel HD Graphics, Flash Storage,32,inexpensive
692,Lenovo,IdeaPad 520s-14IKB,Notebook,14,2073600,4,Windows 10,1.7,Intel Core i5,Intel HD Graphics, SSD,256,ideal price
693,HP,ZBook 17,Workstation,17.3,2073600,8,Windows 10,3.14,Intel Core i7,Nvidia Quadro, HDD,500,expinsive
694,Lenovo,ThinkPad X1,2 in 1 Convertible,14,3686400,8,Windows 10,1.42,Intel Core i7,Intel HD Graphics, SSD,256,very expensive
695,Toshiba,Satellite Pro,Notebook,13.3,2073600,8,Windows 10,1.5,Intel Core i5,Intel HD Graphics, SSD,256,ideal price
696,Acer,TravelMate B117-M,Netbook,11.6,1049088,4,Windows 10,1.4,Intel Celeron,Intel HD Graphics, Flash Storage,32,inexpensive
697,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,14,2073600,16,Windows 10,1.38,Intel Core i7,Intel HD Graphics, SSD,512,expinsive
698,Asus,Chromebook Flip,2 in 1 Convertible,12.5,2073600,4,Chrome OS,1.2,Intel Core M,Intel HD Graphics, Flash Storage,64,ideal price
699,Toshiba,Portege Z30T-C-133,Ultrabook,13.3,2073600,16,Windows 10,1.36,Intel Core i7,Intel HD Graphics, SSD,512,expinsive
700,HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,2073600,4,Windows 10,2.1,Intel Core i7,AMD Radeon Graphics, HDD,500,ideal price
701,Dell,Inspiron 5577,Gaming,15.6,2073600,8,Windows 10,2.56,Intel Core i5,Nvidia GeForce Graphics, HDD,1000,ideal price
702,Lenovo,IdeaPad 320-15AST,Notebook,15.6,2073600,4,Windows 10,2.2,AMD A-Series,AMD Radeon Graphics, SSD,256,inexpensive
703,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,1049088,8,Windows 10,2.2,AMD A-Series,AMD Radeon Graphics, HDD,1000,inexpensive
704,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,2073600,4,Windows 10,2.1,Intel Core i5,Intel HD Graphics, HDD,2000,ideal price
705,Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,1049088,4,No OS,1.9,Intel Core i3,Intel HD Graphics, HDD,500,inexpensive
706,Dell,Vostro 5568,Notebook,15.6,2073600,8,Windows 10,2.18,Intel Core i5,Intel HD Graphics, SSD,256,ideal price
707,Acer,Spin 5,2 in 1 Convertible,13.3,2073600,8,Windows 10,1.6,Intel Core i5,Intel UHD Graphics, SSD,256,ideal price
708,Lenovo,ThinkPad P51s,Workstation,15.6,2073600,16,Windows 7,2.18,Intel Core i7,Nvidia Quadro, SSD,512,expinsive
709,Lenovo,Thinkpad T460p,Notebook,14,2073600,8,Windows 10,1.8,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
710,HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,17.3,2073600,6,Windows 10,2.71,AMD A-Series,AMD Radeon Graphics, HDD,2000,ideal price
711,Lenovo,Legion Y520-15IKBN,Gaming,15.6,2073600,8,Windows 10,2.5,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
712,Dell,Latitude 5480,Notebook,14,2073600,8,Linux,1.64,Intel Core i5,Nvidia GeForce Graphics, SSD,256,moderetly expensive
713,Dell,Vostro 5568,Notebook,15.6,2073600,8,Linux,1.98,Intel Core i5,Intel HD Graphics, HDD,1000,ideal price
714,Asus,VivoBook E403NA,Notebook,14,2073600,4,Windows 10,1.5,Intel Celeron,Intel HD Graphics, Flash Storage,32,inexpensive
715,Dell,Latitude 5580,Notebook,15.6,2073600,16,Windows 10,1.93,Intel Core i5,Intel HD Graphics, SSD,512,moderetly expensive
716,Lenovo,Thinkpad E470,Notebook,14,2073600,8,Windows 10,1.87,Intel Core i5,Nvidia GeForce Graphics, SSD,256,ideal price
717,Dell,Latitude 5580,Notebook,15.6,2073600,8,Windows 10,1.9,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
718,Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,15.6,1049088,4,Windows 10,2.19,AMD A-Series,AMD Radeon Graphics, HDD,500,inexpensive
719,Mediacom,Smartbook 142,Notebook,14,2304000,4,Windows 10,1.4,Other,Intel HD Graphics, HDD,32,inexpensive
720,HP,ProBook 470,Notebook,17.3,2073600,8,Windows 10,2.63,Intel Core i7,Nvidia GeForce Graphics, SSD,256,moderetly expensive
721,Lenovo,ThinkPad X1,Ultrabook,14,3686400,8,Windows 10,1.17,Intel Core i7,Intel HD Graphics, SSD,512,expinsive
722,HP,Pavilion X360,2 in 1 Convertible,13.3,1049088,8,Windows 10,1.58,Intel Core i5,Intel HD Graphics, SSD,256,ideal price
723,Lenovo,ThinkPad T470s,Ultrabook,14,2073600,8,Windows 10,1.32,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
724,Dell,Alienware 17,Gaming,17.3,8294400,32,Windows 10,4.36,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,2000,very expensive
725,MSI,GL72M 7REX,Gaming,17.3,2073600,8,Windows 10,2.7,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
726,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,1049088,4,No OS,1.9,Intel Core i5,Intel HD Graphics, HDD,1000,inexpensive
727,Dell,Inspiron 5570,Notebook,15.6,2073600,8,Windows 10,2.2,Intel Core i5,AMD Radeon Graphics, SSD&HDD,1128,ideal price
728,Dell,Inspiron 5378,2 in 1 Convertible,13.3,2073600,4,Windows 10,1.71,Intel Core i3,Intel HD Graphics, HDD,1000,ideal price
729,Dell,Inspiron 5567,Notebook,15.6,1049088,8,Linux,2.32,Intel Core i5,AMD Radeon Graphics, HDD,1000,ideal price
730,HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,15.6,2073600,4,Windows 10,2.1,AMD A-Series,AMD Radeon Graphics, HDD,1000,inexpensive
731,Acer,Predator 17,Gaming,17.3,2073600,16,Windows 10,4.2,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,expinsive
732,Dell,Inspiron 3567,Notebook,15.6,1049088,12,Windows 10,2.25,Intel Core i5,Intel HD Graphics, HDD,1000,ideal price
733,HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,15.6,2073600,6,Windows 10,2.1,AMD A-Series,AMD Radeon Graphics, SSD&HDD,1128,ideal price
