"Company","TypeName","Inches","ScreenResolution","Ram","OpSys","Weight","Price_euros","CPU","GPU","MemoryType","MemorySize","price"
"Lenovo","Notebook",15.6,1049088,12,"Windows 10",2.2,609,"Intel Core i7","Intel HD Graphics"," HDD",1000,"ideal price"
"Asus","Gaming",17.3,2073600,8,"Windows 10",2.73,1770,"Intel Core i5","Nvidia GeForce Graphics"," SSD&HDD",1128,"expinsive"
"Asus","2 in 1 Convertible",15.6,1049088,8,"Windows 10",2.2,739,"Intel Core i5","Intel HD Graphics"," HDD",1000,"ideal price"
"Lenovo","Notebook",15.6,2073600,12,"Windows 10",2.2,949,"AMD A-Series","AMD Radeon Graphics"," SSD",512,"ideal price"
"Dell","2 in 1 Convertible",11.6,1049088,4,"Windows 10",1.39,603,"Intel Core M","Intel HD Graphics"," SSD",128,"ideal price"
"Samsung","Notebook",15.6,2073600,16,"Windows 10",2.5,1699,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"expinsive"
"Lenovo","Notebook",17.3,2073600,4,"No OS",2.8,529,"Intel Core i3","Intel HD Graphics"," HDD",500,"ideal price"
"Lenovo","Notebook",15.6,1049088,8,"Windows 10",2.29,459,"Intel Core i3","Intel HD Graphics"," HDD",1000,"inexpensive"
"Lenovo","2 in 1 Convertible",13.3,2073600,8,"Windows 10",1.37,2025,"Intel Core i7","Intel HD Graphics"," SSD",512,"very expensive"
"Lenovo","Notebook",14,2073600,8,"Windows 10",1.7,1474,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Dell","2 in 1 Convertible",12.5,2073600,8,"Windows 10",1.34,1670,"Intel Core i5","Intel HD Graphics"," SSD",256,"expinsive"
"Dell","Workstation",15.6,2073600,8,"Windows 10",2.06,1763,"Intel Core i7","Nvidia Quadro"," SSD",256,"expinsive"
"HP","Notebook",15.6,2073600,8,"Windows 10",1.84,1219,"Intel Core i7","Intel HD Graphics"," SSD",256,"moderetly expensive"
"HP","Notebook",15.6,1049088,4,"Windows 10",2.1,668.48,"Intel Core i3","Intel HD Graphics"," HDD",500,"ideal price"
"Acer","Notebook",14,2073600,4,"Windows 10",1.6,329,"Intel Celeron","Intel HD Graphics"," Flash Storage",32,"inexpensive"
"MSI","Gaming",17.3,2073600,16,"Windows 10",4.14,2199,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"very expensive"
"Dell","Notebook",15.6,1049088,4,"Linux",2.18,465,"Intel Core i3","AMD Radeon Graphics"," HDD",1000,"inexpensive"
"MSI","Gaming",15.6,8294400,16,"Windows 10",1.8,2299,"Intel Core i7","Nvidia GeForce Graphics"," SSD HDD",2256,"very expensive"
"Toshiba","Notebook",15.6,2073600,8,"Windows 10",2.2,1399,"Intel Core i7","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Lenovo","Notebook",15.6,2073600,6,"Windows 10",2.4,564,"Intel Core i5","Intel HD Graphics"," HDD",1000,"ideal price"
"Lenovo","2 in 1 Convertible",15.6,2073600,8,"Windows 10",2,1299,"Intel Core i7","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Acer","Notebook",14,1049088,4,"Windows 10",1.6,349,"Intel Pentium","Intel HD Graphics"," Flash Storage",128,"inexpensive"
"Lenovo","Notebook",15.6,8294400,32,"Windows 10",2.5,4899,"Other","Nvidia Quadro"," SSD",1000,"very expensive"
"Dell","Gaming",15.6,2073600,16,"Windows 10",2.59,879.01,"Intel Core i7","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"Dell","Notebook",15.6,1049088,4,"Linux",2.18,443.9,"Intel Core i3","Intel HD Graphics"," HDD",1000,"inexpensive"
"Dell","Notebook",15.6,1049088,4,"Linux",2.25,359,"Intel Core i3","Intel HD Graphics"," HDD",1000,"inexpensive"
"Dell","Notebook",15.6,1049088,4,"Linux",1.93,869,"Intel Core i5","Intel HD Graphics"," HDD",500,"ideal price"
"Asus","Gaming",17.3,2073600,8,"Windows 10",3,1168,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"moderetly expensive"
"Dell","Notebook",15.6,2073600,4,"Linux",2.18,569,"Intel Core i5","AMD Radeon Graphics"," SSD",128,"ideal price"
"HP","Ultrabook",15.6,2073600,8,"Windows 10",1.84,1389,"Intel Core i7","Intel HD Graphics"," SSD",512,"moderetly expensive"
"MSI","Gaming",15.6,2073600,16,"Windows 10",2.94,2267.86,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"very expensive"
"Acer","2 in 1 Convertible",11.6,1049088,4,"Chrome OS",1.25,379,"Intel Celeron","Intel HD Graphics"," Flash Storage",32,"inexpensive"
"HP","Notebook",14,1049088,8,"Windows 10",2.31,1124,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Lenovo","Notebook",14,2073600,8,"Windows 7",1.65,1465,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Dell","Notebook",15.6,2073600,4,"Windows 10",2.2,776,"Intel Core i5","AMD Radeon Graphics"," HDD",1000,"ideal price"
"Fujitsu","Notebook",15.6,1049088,8,"Windows 10",2.2,799,"Intel Core i5","Intel HD Graphics"," SSD",256,"ideal price"
"HP","Notebook",15.6,1049088,4,"Windows 7",1.88,932,"Intel Core i5","Intel HD Graphics"," HDD",500,"ideal price"
"Lenovo","Notebook",15.6,2073600,8,"Windows 10",2.2,899,"Intel Core i7","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"Mediacom","Notebook",14,2073600,2,"Windows 10",1.4,239,"Intel Atom x","Intel HD Graphics"," Flash Storage",32,"inexpensive"
"Lenovo","Notebook",15.6,2073600,4,"No OS",2.2,468,"Intel Core i5","Intel HD Graphics"," SSD",128,"inexpensive"
"Asus","2 in 1 Convertible",13.3,2073600,6,"Windows 10",1.5,639.01,"Intel Core i5","Intel HD Graphics"," HDD",1000,"ideal price"
"Dell","Notebook",15.6,2073600,8,"Windows 10",2,1820,"Intel Core i7","Nvidia GeForce Graphics"," SSD",256,"expinsive"
"Asus","Ultrabook",14,2073600,16,"Windows 10",1.1,1900,"Intel Core i7","Intel HD Graphics"," SSD",512,"expinsive"
"Dell","Gaming",15.6,2073600,16,"Windows 10",2.62,1479,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"moderetly expensive"
"Lenovo","Notebook",15.6,2073600,4,"Windows 10",1.8,829,"Intel Core i5","Intel UHD Graphics"," SSD",256,"ideal price"
"Lenovo","Notebook",15.6,2073600,4,"Windows 10",2.2,579,"Intel Core i3","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"Asus","Notebook",15.6,1049088,8,"Windows 10",2,399,"Intel Celeron","Intel HD Graphics"," HDD",1000,"inexpensive"
"Asus","Notebook",15.6,2073600,8,"Windows 10",1.99,906.62,"Intel Core i5","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"Dell","Ultrabook",13.3,5760000,8,"Windows 10",1.23,1869,"Intel Core i5","Intel UHD Graphics"," SSD",256,"expinsive"
"Lenovo","Notebook",14,1049088,2,"Windows 10",1.42,249,"Intel Celeron","Intel HD Graphics"," Flash Storage",32,"inexpensive"
"Lenovo","2 in 1 Convertible",13.3,2073600,8,"Windows 10",1.37,1757.42,"Intel Core i7","Intel HD Graphics"," SSD",256,"expinsive"
"Dell","Notebook",15.6,8294400,16,"Windows 10",2.06,2399,"Intel Core i7","Nvidia GeForce Graphics"," SSD",1000,"very expensive"
"Lenovo","Gaming",15.6,2073600,8,"Windows 10",2.5,1109,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"moderetly expensive"
"HP","Notebook",17,1440000,8,"Windows 10",2.6,520.9,"AMD A-Series","AMD Radeon Graphics"," HDD",1000,"ideal price"
"Lenovo","Ultrabook",14,2073600,16,"Windows 10",1.14,2450,"Intel Core i7","Intel HD Graphics"," SSD",512,"very expensive"
"Asus","Gaming",15.6,2073600,8,"No OS",2.5,1169,"Intel Core i7","Nvidia GeForce Graphics"," HDD",1000,"moderetly expensive"
"Acer","Notebook",15.6,1049088,4,"Windows 10",2.4,450,"Intel Core i3","Intel HD Graphics"," HDD",500,"inexpensive"
"Lenovo","Notebook",14,1049088,4,"Windows 10",1.43,274,"Intel Celeron","Intel HD Graphics"," Flash Storage",32,"inexpensive"
"Acer","Ultrabook",14,2073600,8,"Windows 10",1.8,919,"Intel Core i5","Other"," SSD",256,"ideal price"
"Razer","Gaming",14,2073600,16,"Windows 10",1.95,2599,"Intel Core i7","Nvidia GeForce Graphics"," SSD",256,"very expensive"
"Toshiba","Notebook",13.3,2073600,8,"Windows 10",1.2,1213,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Lenovo","Ultrabook",12.5,2073600,8,"Windows 10",1.36,1584,"Intel Core i7","Intel HD Graphics"," SSD",256,"expinsive"
"Asus","Gaming",17.3,2073600,32,"Windows 10",3.8,2799,"Intel Core i7","Nvidia GeForce Graphics"," SSD",512,"very expensive"
"Acer","Gaming",15.6,2073600,8,"Linux",2.4,709,"Intel Core i5","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"Dell","Ultrabook",13.3,2073600,8,"Windows 10",1.2,1449.9,"Intel Core i5","Intel UHD Graphics"," SSD",256,"moderetly expensive"
"MSI","Gaming",15.6,2073600,8,"Windows 10",2.2,1191.8,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"moderetly expensive"
"HP","Notebook",15.6,1049088,4,"No OS",1.86,364.9,"Intel Core i3","Intel HD Graphics"," HDD",500,"inexpensive"
"Toshiba","Notebook",15.6,2073600,8,"Windows 10",2,1064,"Intel Core i5","Intel HD Graphics"," HDD",500,"moderetly expensive"
"Dell","Notebook",15.6,2073600,8,"Windows 10",2.2,919,"Intel Core i7","AMD Radeon Graphics"," SSD",256,"ideal price"
"Dell","Notebook",15.6,2073600,16,"Windows 10",2.2,1135,"Intel Core i7","AMD Radeon Graphics"," SSD HDD",2256,"moderetly expensive"
"Lenovo","Gaming",15.6,2073600,8,"Windows 10",3.31,1196,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"moderetly expensive"
"Dell","Gaming",17.3,8294400,32,"Windows 10",4.42,3147.37,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1512,"very expensive"
"Dell","Notebook",14,2073600,8,"Windows 10",1.56,1229,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Lenovo","Notebook",15.6,1049088,4,"Windows 10",2.2,419,"Intel Celeron","Intel HD Graphics"," HDD",500,"inexpensive"
"Lenovo","Notebook",15.6,2073600,4,"Windows 10",2.2,535,"Intel Core i5","Intel HD Graphics"," HDD",500,"ideal price"
"HP","Notebook",15.6,2073600,6,"Windows 10",2.04,539,"Intel Core i3","AMD Radeon Graphics"," HDD",1000,"ideal price"
"MSI","Gaming",17.3,2073600,8,"Windows 10",2.7,1486.77,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"moderetly expensive"
"Toshiba","Notebook",15.6,1049088,4,"Windows 10",2.1,498,"Intel Core i3","Intel HD Graphics"," SSD",128,"inexpensive"
"Dell","Notebook",15.6,2073600,8,"Windows 10",2.06,955,"Intel Core i5","Intel HD Graphics"," HDD",1000,"ideal price"
"HP","Notebook",15.6,2073600,8,"Windows 10",2.1,745,"Intel Core i7","AMD Radeon Graphics"," HDD",1000,"ideal price"
"Toshiba","Notebook",15.6,2073600,8,"Windows 10",2,1258,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Acer","Notebook",15.6,1049088,4,"Linux",2.1,412,"Intel Core i3","Intel HD Graphics"," SSD",128,"inexpensive"
"Microsoft","Ultrabook",13.5,3393024,8,"Windows 10 S",1.252,1867.85,"Intel Core i7","Intel Iris Graphics"," SSD",256,"expinsive"
"Lenovo","Notebook",15.6,2073600,8,"Windows 10",1.9,817.95,"Intel Core i5","AMD Radeon Graphics"," SSD&HDD",1128,"ideal price"
"Lenovo","2 in 1 Convertible",13.3,2073600,8,"Windows 10",1.3,1034,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Lenovo","Notebook",15.6,1049088,4,"Windows 10",2.2,349,"AMD E-Series","AMD Radeon Graphics"," SSD",128,"inexpensive"
"HP","2 in 1 Convertible",14,2073600,4,"Windows 10",1.63,699,"Intel Core i3","Nvidia GeForce Graphics"," SSD",128,"ideal price"
"MSI","Gaming",15.6,2073600,16,"Windows 10",2.4,1294,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"moderetly expensive"
"Asus","Ultrabook",14,2073600,8,"Windows 10",1.1,1135,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"HP","2 in 1 Convertible",11.6,1049088,8,"Chrome OS",1.4,495,"Intel Celeron","Intel HD Graphics"," Flash Storage",64,"inexpensive"
"LG","Ultrabook",15.6,2073600,8,"Windows 10",1.09,2299,"Intel Core i7","Intel HD Graphics"," SSD",512,"very expensive"
"Acer","Gaming",15.6,2073600,16,"Windows 10",2.5,1299,"Intel Core i5","Nvidia GeForce Graphics"," SSD",256,"moderetly expensive"
"MSI","Gaming",15.6,2073600,8,"Windows 10",2.2,997.9,"Intel Core i5","Nvidia GeForce Graphics"," SSD",256,"ideal price"
"Asus","Notebook",15.6,1049088,4,"Windows 10",1.86,419,"Intel Celeron","Intel HD Graphics"," SSD",128,"inexpensive"
"Dell","Gaming",15.6,2073600,16,"Windows 10",3.21,2051,"Intel Core i5","Nvidia GeForce Graphics"," SSD&HDD",1128,"very expensive"
"HP","Notebook",17.3,2073600,4,"Windows 10",2.5,699,"Intel Core i3","AMD Radeon Graphics"," SSD",256,"ideal price"
"Lenovo","2 in 1 Convertible",13.3,2073600,8,"Windows 10",1.19,1499,"Intel Core i7","Intel UHD Graphics"," SSD",512,"moderetly expensive"
"Dell","Gaming",15.6,2073600,16,"Windows 10",3.49,2813.75,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"very expensive"
"HP","Notebook",15.6,1049088,4,"Windows 10",1.86,612.61,"Intel Core i5","AMD Radeon Graphics"," HDD",500,"ideal price"
"Dell","Notebook",15.6,1049088,4,"Windows 10",2.2,545.67,"Intel Core i3","AMD Radeon Graphics"," HDD",1000,"ideal price"
"HP","Notebook",17.3,2073600,6,"Windows 10",2.65,569,"AMD A-Series","AMD Radeon Graphics"," HDD",2000,"ideal price"
"Lenovo","Notebook",15.6,1049088,4,"Windows 10",2.1,318,"Intel Celeron","Intel HD Graphics"," HDD",500,"inexpensive"
"Acer","Notebook",14,1049088,4,"Chrome OS",1.45,375,"Intel Celeron","Intel HD Graphics"," Flash Storage",32,"inexpensive"
"Lenovo","Notebook",14,2073600,4,"Windows 10",1.7,699,"Intel Core i5","Intel HD Graphics"," SSD",256,"ideal price"
"HP","Workstation",17.3,2073600,8,"Windows 10",3.14,1907.99,"Intel Core i7","Nvidia Quadro"," HDD",500,"expinsive"
"Lenovo","2 in 1 Convertible",14,3686400,8,"Windows 10",1.42,2590,"Intel Core i7","Intel HD Graphics"," SSD",256,"very expensive"
"Toshiba","Notebook",13.3,2073600,8,"Windows 10",1.5,973,"Intel Core i5","Intel HD Graphics"," SSD",256,"ideal price"
"Acer","Netbook",11.6,1049088,4,"Windows 10",1.4,269,"Intel Celeron","Intel HD Graphics"," Flash Storage",32,"inexpensive"
"Lenovo","2 in 1 Convertible",14,2073600,16,"Windows 10",1.38,1749,"Intel Core i7","Intel HD Graphics"," SSD",512,"expinsive"
"Asus","2 in 1 Convertible",12.5,2073600,4,"Chrome OS",1.2,669,"Intel Core M","Intel HD Graphics"," Flash Storage",64,"ideal price"
"Toshiba","Ultrabook",13.3,2073600,16,"Windows 10",1.36,1877,"Intel Core i7","Intel HD Graphics"," SSD",512,"expinsive"
"HP","Notebook",15.6,2073600,4,"Windows 10",2.1,689,"Intel Core i7","AMD Radeon Graphics"," HDD",500,"ideal price"
"Dell","Gaming",15.6,2073600,8,"Windows 10",2.56,819,"Intel Core i5","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"Lenovo","Notebook",15.6,2073600,4,"Windows 10",2.2,399,"AMD A-Series","AMD Radeon Graphics"," SSD",256,"inexpensive"
"Lenovo","Notebook",15.6,1049088,8,"Windows 10",2.2,429,"AMD A-Series","AMD Radeon Graphics"," HDD",1000,"inexpensive"
"Lenovo","Notebook",15.6,2073600,4,"Windows 10",2.1,621.45,"Intel Core i5","Intel HD Graphics"," HDD",2000,"ideal price"
"Lenovo","Notebook",15.6,1049088,4,"No OS",1.9,450,"Intel Core i3","Intel HD Graphics"," HDD",500,"inexpensive"
"Dell","Notebook",15.6,2073600,8,"Windows 10",2.18,795,"Intel Core i5","Intel HD Graphics"," SSD",256,"ideal price"
"Acer","2 in 1 Convertible",13.3,2073600,8,"Windows 10",1.6,999,"Intel Core i5","Intel UHD Graphics"," SSD",256,"ideal price"
"Lenovo","Workstation",15.6,2073600,16,"Windows 7",2.18,1855,"Intel Core i7","Nvidia Quadro"," SSD",512,"expinsive"
"Lenovo","Notebook",14,2073600,8,"Windows 10",1.8,1191,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"HP","Notebook",17.3,2073600,6,"Windows 10",2.71,655.01,"AMD A-Series","AMD Radeon Graphics"," HDD",2000,"ideal price"
"Lenovo","Gaming",15.6,2073600,8,"Windows 10",2.5,1249,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"moderetly expensive"
"Dell","Notebook",14,2073600,8,"Linux",1.64,1089,"Intel Core i5","Nvidia GeForce Graphics"," SSD",256,"moderetly expensive"
"Dell","Notebook",15.6,2073600,8,"Linux",1.98,726,"Intel Core i5","Intel HD Graphics"," HDD",1000,"ideal price"
"Asus","Notebook",14,2073600,4,"Windows 10",1.5,298,"Intel Celeron","Intel HD Graphics"," Flash Storage",32,"inexpensive"
"Dell","Notebook",15.6,2073600,16,"Windows 10",1.93,1426.66,"Intel Core i5","Intel HD Graphics"," SSD",512,"moderetly expensive"
"Lenovo","Notebook",14,2073600,8,"Windows 10",1.87,857.07,"Intel Core i5","Nvidia GeForce Graphics"," SSD",256,"ideal price"
"Dell","Notebook",15.6,2073600,8,"Windows 10",1.9,1179,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Lenovo","Notebook",15.6,1049088,4,"Windows 10",2.19,298,"AMD A-Series","AMD Radeon Graphics"," HDD",500,"inexpensive"
"Mediacom","Notebook",14,2304000,4,"Windows 10",1.4,265,"Other","Intel HD Graphics"," HDD",32,"inexpensive"
"HP","Notebook",17.3,2073600,8,"Windows 10",2.63,1200,"Intel Core i7","Nvidia GeForce Graphics"," SSD",256,"moderetly expensive"
"Lenovo","Ultrabook",14,3686400,8,"Windows 10",1.17,1686.64,"Intel Core i7","Intel HD Graphics"," SSD",512,"expinsive"
"HP","2 in 1 Convertible",13.3,1049088,8,"Windows 10",1.58,836.6,"Intel Core i5","Intel HD Graphics"," SSD",256,"ideal price"
"Lenovo","Ultrabook",14,2073600,8,"Windows 10",1.32,1499,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Dell","Gaming",17.3,8294400,32,"Windows 10",4.36,3659.4,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",2000,"very expensive"
"MSI","Gaming",17.3,2073600,8,"Windows 10",2.7,1348.48,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"moderetly expensive"
"Lenovo","Notebook",15.6,1049088,4,"No OS",1.9,489.9,"Intel Core i5","Intel HD Graphics"," HDD",1000,"inexpensive"
"Dell","Notebook",15.6,2073600,8,"Windows 10",2.2,719,"Intel Core i5","AMD Radeon Graphics"," SSD&HDD",1128,"ideal price"
"Dell","2 in 1 Convertible",13.3,2073600,4,"Windows 10",1.71,649,"Intel Core i3","Intel HD Graphics"," HDD",1000,"ideal price"
"Dell","Notebook",15.6,1049088,8,"Linux",2.32,589.52,"Intel Core i5","AMD Radeon Graphics"," HDD",1000,"ideal price"
"HP","Notebook",15.6,2073600,4,"Windows 10",2.1,489,"AMD A-Series","AMD Radeon Graphics"," HDD",1000,"inexpensive"
"Acer","Gaming",17.3,2073600,16,"Windows 10",4.2,1935,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"expinsive"
"Dell","Notebook",15.6,1049088,12,"Windows 10",2.25,649,"Intel Core i5","Intel HD Graphics"," HDD",1000,"ideal price"
"HP","Notebook",15.6,2073600,6,"Windows 10",2.1,650,"AMD A-Series","AMD Radeon Graphics"," SSD&HDD",1128,"ideal price"
"Acer","Notebook",15.6,1049088,4,"Windows 10",2.4,559,"Intel Core i5","Intel HD Graphics"," HDD",500,"ideal price"
"Lenovo","Notebook",13.3,2073600,8,"Windows 10",1.44,960,"Intel Core i5","Intel HD Graphics"," SSD",256,"ideal price"
"Lenovo","Notebook",15.6,2073600,4,"Windows 10",1.85,779,"Intel Core i7","Intel HD Graphics"," HDD",1000,"ideal price"
"HP","Workstation",15.6,2073600,16,"Windows 10",2.6,2419,"Intel Core i7","Nvidia Quadro"," SSD",256,"very expensive"
"Dell","2 in 1 Convertible",13.3,2073600,8,"Windows 10",1.55,659,"Intel Core i5","Intel UHD Graphics"," HDD",1000,"ideal price"
"MSI","Gaming",15.6,2073600,16,"Windows 10",1.8,2094.48,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"very expensive"
"Acer","Notebook",15.6,1049088,4,"Windows 10",2.4,410.8,"Intel Core i3","Intel HD Graphics"," HDD",500,"inexpensive"
"Dell","Notebook",15.6,2073600,8,"Windows 10",2,1207,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"moderetly expensive"
"Dell","Notebook",15.6,1049088,8,"Windows 10",2,665,"Intel Core i3","Intel HD Graphics"," SSD",256,"ideal price"
"Toshiba","Notebook",14,2073600,8,"Windows 10",1.25,1535,"Intel Core i5","Intel HD Graphics"," SSD",256,"expinsive"
"Lenovo","2 in 1 Convertible",14,2073600,8,"Windows 10",1.7,999,"Intel Core i5","Intel HD Graphics"," SSD",256,"ideal price"
"Lenovo","Workstation",15.6,8294400,16,"Windows 10",2.5,3299,"Intel Core i7","Nvidia Quadro"," SSD",1000,"very expensive"
"Acer","Notebook",14,1049088,2,"Chrome OS",1.68,330,"Intel Celeron","Intel HD Graphics"," Flash Storage",32,"inexpensive"
"Samsung","Ultrabook",13.3,2073600,16,"Windows 10",0.81,1649,"Intel Core i7","Intel HD Graphics"," SSD",256,"expinsive"
"HP","Notebook",15.6,2073600,8,"Windows 10",1.86,539,"Intel Core i3","Intel HD Graphics"," SSD",256,"ideal price"
"Dell","Notebook",14,1049088,8,"Windows 10",1.6,1126.71,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"HP","Workstation",17.3,2073600,16,"Windows 7",3,4389,"Other","Nvidia Quadro"," SSD",256,"very expensive"
"Lenovo","Netbook",11.6,1049088,4,"Windows 10",1.4,475,"Intel Celeron","Intel HD Graphics"," SSD",128,"inexpensive"
"HP","Notebook",15.6,2073600,8,"Windows 10",1.84,1900,"Intel Core i5","Intel HD Graphics"," SSD",256,"expinsive"
"Asus","Notebook",15.6,1049088,4,"No OS",2.45,579,"Intel Core i5","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"Lenovo","Ultrabook",14,2073600,4,"Windows 10",1.7,1096,"Intel Core i5","Intel HD Graphics"," SSD",180,"moderetly expensive"
"Asus","Notebook",15.6,1049088,4,"Windows 10",2.37,849.9,"Intel Core i7","Intel HD Graphics"," SSD",256,"ideal price"
"Lenovo","2 in 1 Convertible",13.3,5760000,8,"Windows 10",1.3,1199,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"HP","Notebook",15.6,2073600,8,"Windows 10",2.2,1099,"Intel Core i5","Nvidia GeForce Graphics"," SSD&HDD",1128,"moderetly expensive"
"HP","Workstation",15.6,2073600,8,"Windows 7",2.59,1561,"Intel Core i7","Nvidia Quadro"," SSD",256,"expinsive"
"Dell","Gaming",15.6,8294400,16,"Windows 10",4.42,2868.99,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"very expensive"
"Acer","Notebook",15.6,1049088,4,"Windows 10",2.1,599,"Intel Core i5","Intel HD Graphics"," SSD",256,"ideal price"
"Lenovo","Gaming",15.6,2073600,8,"Windows 10",2.5,1048,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"moderetly expensive"
"Dell","Ultrabook",12.5,2073600,16,"Windows 10",1.18,1859,"Intel Core i7","Intel HD Graphics"," SSD",256,"expinsive"
"Google","Ultrabook",12.3,3840000,8,"Chrome OS",1.1,1559,"Intel Core i5","Intel HD Graphics"," SSD",256,"expinsive"
"Asus","Ultrabook",13.3,5760000,8,"Windows 10",1.2,1129,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Dell","Notebook",13.3,1049088,4,"Windows 10",1.65,849,"Intel Core i3","Intel HD Graphics"," HDD",500,"ideal price"
"Acer","Notebook",13.3,1049088,4,"Windows 10",1.6,655,"Intel Core i5","Intel HD Graphics"," SSD",128,"ideal price"
"Asus","Notebook",17.3,1049088,4,"Windows 10",2.8,470.34,"Intel Pentium","Nvidia GeForce Graphics"," HDD",1000,"inexpensive"
"Dell","Gaming",15.6,8294400,16,"Windows 10",2.72,1099,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"moderetly expensive"
"Samsung","Ultrabook",13.3,2073600,8,"Windows 10",1.31,1599,"Intel Core i7","Intel HD Graphics"," SSD",256,"expinsive"
"Acer","Notebook",15.6,1049088,4,"Linux",2.1,298,"Intel Pentium","Intel HD Graphics"," HDD",1000,"inexpensive"
"Dell","Notebook",15.6,2073600,16,"Windows 10",2.3,1181.27,"Intel Core i7","AMD Radeon Graphics"," SSD",256,"moderetly expensive"
"Samsung","2 in 1 Convertible",15,2073600,16,"Windows 10",1.71,1799,"Intel Core i7","AMD Radeon Graphics"," SSD",256,"expinsive"
"Toshiba","Notebook",14,1049088,4,"Windows 10",1.75,1020,"Intel Core i5","Intel HD Graphics"," SSD",128,"moderetly expensive"
"Dell","Gaming",15.6,2073600,8,"Windows 10",2.62,1099,"Intel Core i7","Nvidia GeForce Graphics"," HDD",1000,"moderetly expensive"
"HP","Ultrabook",12.5,1049088,4,"Windows 10",1.26,1244,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Asus","2 in 1 Convertible",15.6,2073600,12,"Windows 10",2.3,839,"Intel Core i7","Nvidia GeForce Graphics"," HDD",2000,"ideal price"
"Lenovo","Notebook",15.6,8294400,16,"Windows 7",2.5,2370,"Intel Core i7","Nvidia Quadro"," SSD",512,"very expensive"
"Acer","Notebook",14,2073600,4,"Windows 10",1.8,636,"Intel Core i3","Intel HD Graphics"," SSD",128,"ideal price"
"Razer","Gaming",14,2073600,16,"Windows 10",1.95,2899,"Intel Core i7","Nvidia GeForce Graphics"," SSD",512,"very expensive"
"Asus","Notebook",15.6,2073600,8,"Windows 10",2,581.9,"Intel Pentium","Intel HD Graphics"," SSD",128,"ideal price"
"Dell","Gaming",17.3,2073600,32,"Windows 10",4.42,3588.8,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",2000,"very expensive"
"Asus","Gaming",17.3,2073600,16,"Windows 10",4.3,2350,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"very expensive"
"Toshiba","Ultrabook",14,2073600,16,"Windows 10",1.47,1764,"Intel Core i7","Nvidia GeForce Graphics"," SSD",512,"expinsive"
"Lenovo","Notebook",15.6,1049088,8,"No OS",2.2,329,"Intel Celeron","Intel HD Graphics"," HDD",1000,"inexpensive"
